GENERO,EDAD,NIV_EDUC,D_Marzo,D_Abril,D_Junio,D_Julio,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA,DIF_SEPT_AGOS,Recency,Frequency,DEUDA_PROM,CIUDAD_AGRUP,CAS,SEP,SOL,VIU
1.0,0.06521739130434784,0.5,0.0,0.019010345491448147,0.0,0.00017877893984088674,0.0,0.3333333333333333,0.22666666666666668,0.0,1,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.004945239029984506,0.0,1,0,0,0
0.0,0.28260869565217395,0.5,0.0,0.13338449002408137,0.0,0.0017877893984088674,0.001506096486308942,0.3333333333333333,0.08,0.0,0,0.23356074512317485,0.0,0.42857142857142855,0.034715933946973275,0.0,1,0,0,0
0.0,0.06521739130434784,0.0,0.04099697605062971,0.030392496889292287,0.0,0.03369983016000715,0.0,0.3333333333333333,0.06666666666666667,0.0,0,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.026278108610085553,0.0,1,0,0,0
1.0,0.25,0.5,0.0,0.09173030318800685,0.009164940925470273,0.0,0.0006969701824940317,0.0,1.0,0.0,0,0.23288287230151244,0.0,0.42857142857142855,0.032821649046031895,1.0,0,0,0,1
1.0,0.3152173913043478,1.0,0.0,0.017786260625446044,0.0,0.0,0.019711438322144427,0.3333333333333333,0.22666666666666668,1.0,1,0.24881288361057885,0.0,0.2857142857142857,0.004859658003449559,1.0,1,0,0,0
1.0,0.21739130434782605,1.0,0.0,0.03857878051523292,0.0,0.0,8.4117090990659e-05,0.3333333333333333,0.4933333333333334,0.0,1,0.23236943397619392,0.0,0.2857142857142857,0.01003645808531955,1.0,1,0,0,0
0.0,0.17391304347826086,0.5,0.0,0.07917210593183484,0.01164935885394889,0.003664968266738178,0.0015341355166391618,1.0,1.0,1.0,0,0.22461416619965033,0.0,0.7142857142857142,0.03211986569458991,0.0,0,0,1,0
1.0,0.19565217391304346,1.0,0.030122240465139047,0.10697631931673975,0.010568068835023406,0.04469473496022169,0.0020107990322528963,0.6666666666666666,0.4,0.0,1,0.2293961898178133,0.0,0.8571428571428571,0.05174764692411472,0.0,0,1,0,0
0.0,0.04347826086956519,0.0,0.02420438814691355,0.0,0.0,0.0005363368195226602,0.0,0.3333333333333333,0.4266666666666667,0.0,0,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.010836555481071873,0.0,1,0,0,0
1.0,0.2282608695652174,0.0,0.065934064772211,0.3059826397216358,0.0,0.2861356932153392,0.22934324579815102,1.0,0.5466666666666667,1.0,1,0.4244389931239534,0.0,0.5714285714285714,0.11197529434808322,1.0,1,0,0,0
1.0,0.25,0.0,0.0,0.03200125774856456,0.0,0.0042013050862608385,0.0,0.3333333333333333,0.16000000000000003,1.0,1,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.00832668360552486,1.0,1,0,0,0
1.0,0.3152173913043478,1.0,0.0,0.0,0.0,0.027978904085098774,0.0,0.3333333333333333,0.22666666666666668,0.0,1,0.2322989620491894,0.2857142857142857,0.14285714285714285,1.4815741872476887e-05,1.0,1,0,0,0
0.0,0.25,0.0,0.0,0.0010230125043353385,0.007754301365104418,0.009475283811566997,9.21282425135789e-05,0.3333333333333333,0.2,0.0,1,0.23237614558828956,0.0,0.5714285714285714,0.007846095020121482,1.0,1,0,0,0
1.0,0.2282608695652174,1.0,0.02047395894402728,0.002825385121809819,0.0,0.07472959685349066,0.0,0.6666666666666666,0.33333333333333337,0.0,1,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.009940700111492007,1.0,1,0,0,0
1.0,0.25,1.0,0.0,0.0002878701141690689,0.010770689557913665,0.0025029051577724146,0.0007610593946773909,0.3333333333333333,0.6533333333333333,1.0,1,0.22199328167629223,0.0,0.7142857142857142,0.010759636693395275,1.0,1,0,0,0
0.0,0.30434782608695654,0.0,0.0,0.3281484565467159,3.828518801322748e-06,0.20389738088853132,0.0,0.6666666666666666,0.04000000000000001,0.0,0,0.21113053749945468,0.14285714285714285,0.5714285714285714,0.08577126444736004,0.0,1,0,0,0
0.0,0.04347826086956519,1.0,0.0,0.0,0.0017505538752073458,0.0,8.011151522919905e-06,0.0,0.4666666666666667,0.0,0,0.23230567366128507,0.0,0.2857142857142857,0.0017099164837103993,1.0,1,0,0,0
1.0,0.05434782608695654,0.5,0.0,0.03243051539668393,0.0,0.00956467328148744,0.0,0.6666666666666666,0.12000000000000001,0.0,1,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.008441186096226207,1.0,0,0,1,0
1.0,0.18478260869565216,1.0,0.0,0.0016491572975437874,0.0,0.0,0.0009933827888420682,0.3333333333333333,0.1866666666666667,0.0,1,0.23306408582809549,0.0,0.5714285714285714,0.041427654353759585,1.0,1,0,0,0
0.0,0.28260869565217395,1.0,0.03857472927348139,0.016481928780715395,0.003784466603975883,0.07991418610887638,0.0003284572124397161,0.3333333333333333,0.053333333333333344,0.0,1,0.23257413814511177,0.0,0.7142857142857142,0.02529989096939352,0.0,1,0,0,0
1.0,0.28260869565217395,1.0,0.0,0.05425732967897205,0.004819378236915722,0.0,4.005575761459952e-05,0.3333333333333333,0.3866666666666667,1.0,1,0.23233252010966773,0.0,0.42857142857142855,0.0188216250000355,0.0,1,0,0,0
1.0,0.3369565217391304,0.0,0.0,0.0,0.007002312425355999,0.0,0.0008291541826222101,0.3333333333333333,0.2,0.0,1,0.2252819716031692,0.0,0.42857142857142855,0.0069579551966285616,0.0,0,0,1,0
0.0,0.16304347826086957,1.0,0.0,0.07857980680312414,0.0,0.003128631447215518,0.0,0.3333333333333333,1.0,0.0,0,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.020442552363233897,0.0,1,0,0,0
1.0,0.26086956521739124,1.0,0.0,0.06260683675144217,0.0,0.009385894341646554,0.0,0.6666666666666666,0.3866666666666667,0.0,1,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.016290831214240454,1.0,1,0,0,0
1.0,0.2391304347826087,1.0,0.0,0.021514924664281943,0.014381079712087633,0.06230446053454903,0.0005768029096502331,0.6666666666666666,0.10666666666666667,1.0,1,0.23266474490840328,0.0,0.7142857142857142,0.019684582795809067,1.0,1,0,0,0
1.0,0.34782608695652173,0.5,0.0,0.0,0.00010065612089047277,0.031107535532314292,0.0016623139410058803,0.3333333333333333,0.6933333333333334,0.0,1,0.23369162155904036,0.0,0.42857142857142855,0.0001344303735394069,1.0,1,0,0,0
1.0,0.25,1.0,0.06826327020654438,0.1563285751666717,0.0,0.032180209171359615,0.0,0.3333333333333333,0.48,0.0,1,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.07124402719696861,1.0,1,0,0,0
1.0,0.18478260869565216,0.5,0.04846449537071742,0.3081440311350999,0.018009691677265363,0.16009654062751408,0.002687741335939628,1.0,0.1866666666666667,0.0,0,0.2345507079072858,0.0,0.7142857142857142,0.1195619008795628,1.0,1,0,0,0
0.0,0.32608695652173914,0.0,0.0,0.0,0.0,0.0,0.00019627321231153766,0.0,1.0,1.0,0,0.23246339654553325,0.0,0.14285714285714285,2.319397289940471e-06,1.0,0,0,1,0
0.0,0.03260869565217389,0.5,0.0,0.03449619272667588,0.001997517569024317,8.938946992044337e-05,0.0,0.3333333333333333,0.14666666666666667,0.0,0,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.0109245505741739,0.0,0,0,0,1
1.0,0.34782608695652173,0.0,0.015103887531624805,0.038088564277829966,0.0010554111703190735,0.08956824886028426,0.0,0.3333333333333333,0.37333333333333335,0.0,1,0.2322989620491894,0.2857142857142857,0.5714285714285714,0.017748217401178764,1.0,1,0,0,0
1.0,0.2282608695652174,1.0,0.0488770491430628,0.004102604041754632,0.03904895328295972,0.06632698668096898,0.0019226763655007771,0.3333333333333333,0.12000000000000001,1.0,1,0.23390974895214955,0.0,0.7142857142857142,0.0611475961245806,0.0,1,0,0,0
1.0,0.06521739130434784,0.5,0.0,0.03225873955106092,0.0038637508667475795,0.0,0.0006328809703106725,0.0,0.16000000000000003,0.0,0,0.23282917940474712,0.0,0.42857142857142855,0.012172764993270434,0.0,0,0,1,0
1.0,0.28260869565217395,0.0,0.0,0.014083617715767022,0.24665780001097187,0.24197729507464022,0.008011151522919905,0.6666666666666666,1.0,0.0,1,0.19669385988167426,0.0,0.7142857142857142,0.245401794872693,1.0,0,1,0,0
0.0,0.3152173913043478,0.0,0.0,0.0016265935212119514,0.0,0.015553767766157146,0.0011135500616858667,0.3333333333333333,0.17333333333333334,1.0,0,0.23323187613048715,0.0,0.42857142857142855,0.00044451959081287686,0.0,0,0,1,0
1.0,0.25,1.0,0.0,0.20779127196738298,0.03513426857747556,0.0002681684097613301,0.0,0.6666666666666666,0.5466666666666667,0.0,1,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.08836946275847908,1.0,1,0,0,0
1.0,0.2282608695652174,1.0,0.0,0.0417284289388438,0.0,0.0,2.8039030330219666e-05,0.3333333333333333,0.4933333333333334,0.0,1,0.23232245269152424,0.0,0.2857142857142857,0.010855110659391395,1.0,1,0,0,0
1.0,0.21739130434782605,1.0,0.0,0.147243561772159,0.002210266904945923,0.011710020559578082,0.0012136894557223657,0.3333333333333333,0.6,0.0,1,0.12677564087506,0.0,0.7142857142857142,0.041984499041899576,1.0,1,0,0,0
1.0,0.2934782608695652,1.0,0.0,0.007014786916066756,0.014801247534966977,0.0037543577366586215,0.0,0.3333333333333333,0.8933333333333334,0.0,1,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.016283589014539215,1.0,1,0,0,0
0.0,0.13043478260869562,0.5,0.0,0.04492829996138683,0.004552545015142519,0.0026816840976133013,0.0008291541826222101,0.3333333333333333,0.25333333333333335,0.0,0,0.22221140906940143,0.0,0.7142857142857142,0.016297079386531722,1.0,1,0,0,0
1.0,0.03260869565217389,1.0,0.0,0.01803136874414752,0.006794021617658718,0.034325556449450255,0.0010935221828785669,0.3333333333333333,0.013333333333333336,0.0,0,0.233215097100248,0.0,0.5714285714285714,0.011357520513175645,1.0,0,0,1,0
1.0,0.18478260869565216,1.0,0.14975871102215324,0.13686240500013283,0.028688399859420666,0.3651559846250112,0.0033446557608190603,0.6666666666666666,0.8533333333333334,0.0,1,0.2351010600991305,0.0,0.7142857142857142,0.13090242825749174,0.0,0,1,0,0
1.0,0.18478260869565216,1.0,0.1602432016118144,0.0004247084996653647,0.0013567495235674895,0.42075623491552694,0.00026436800025635685,0.6666666666666666,0.52,0.0,1,0.17295488789929897,0.0,0.8571428571428571,0.0742424398771988,1.0,0,1,0,0
1.0,0.2282608695652174,1.0,0.0,0.11842416041825964,0.0,0.0,0.0,0.3333333333333333,0.21333333333333337,0.0,1,0.2322989620491894,0.7142857142857142,0.14285714285714285,0.030805572120049352,1.0,1,0,0,0
1.0,0.18478260869565216,1.0,0.0,0.00023528195804083826,0.007635714206790029,0.010726736390453205,0.0024754458205822503,0.6666666666666666,0.10666666666666667,1.0,1,0.2343728501867506,0.0,0.7142857142857142,0.014849018123391745,1.0,1,0,0,0
0.0,0.15217391304347827,0.5,0.0,0.07261914856681807,0.0,0.007598104943237686,0.0,0.3333333333333333,0.16000000000000003,0.0,0,0.22450006879402398,0.14285714285714285,0.42857142857142855,0.019004384039555094,0.0,0,0,1,0
1.0,0.26086956521739124,0.5,0.0,0.00839463462513379,0.0,0.0,0.05953887811834073,0.3333333333333333,0.22666666666666668,1.0,1,0.2821796631441889,0.0,0.2857142857142857,0.002887270948867325,0.0,1,0,0,0
0.0,0.3695652173913043,1.0,0.0,0.07220080887498831,0.0,0.020023241262179317,4.005575761459952e-06,0.3333333333333333,0.36000000000000004,0.0,0,0.23230231785523722,0.0,0.42857142857142855,0.018792182854844828,1.0,1,0,0,0
1.0,0.2391304347826087,1.0,0.0,0.03762546096521285,0.0,0.03870564047555198,0.0,0.3333333333333333,0.16000000000000003,0.0,1,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.009807973784941129,1.0,1,0,0,0
1.0,0.2282608695652174,0.0,0.0,0.001178411415523951,0.0038054023017248884,0.029319746133905426,0.0011175556374473268,0.6666666666666666,0.36000000000000004,0.0,1,0.231621089227527,0.0,0.7142857142857142,0.004074897030593986,1.0,1,0,0,0
1.0,0.2282608695652174,1.0,0.025447653090278334,0.05301704984447372,0.0,0.07732189148118351,0.0,0.6666666666666666,0.053333333333333344,0.0,0,0.21655016426670604,0.14285714285714285,0.5714285714285714,0.02544724369926259,1.0,1,0,0,0
1.0,0.2282608695652174,0.5,0.0,0.0,0.0029656482031258937,0.0,0.0,0.0,0.25333333333333335,0.0,0,0.2301948716571977,0.14285714285714285,0.2857142857142857,0.0029263220256877513,1.0,0,0,1,0
1.0,0.2282608695652174,1.0,0.023453607947676088,0.003201872647862792,0.00022646415643773677,0.0700813444176276,0.0,0.6666666666666666,0.053333333333333344,0.0,1,0.2322989620491894,0.2857142857142857,0.5714285714285714,0.011591353627712499,1.0,1,0,0,0
1.0,0.05434782608695654,0.5,0.0,0.04990288477880403,0.0005168015759152632,0.013944757307589166,4.005575761459952e-06,0.3333333333333333,0.17333333333333334,0.0,1,0.23230231785523722,0.0,0.5714285714285714,0.013493401409379397,1.0,0,0,1,0
1.0,0.20652173913043476,1.0,0.0,0.020944461448150445,0.0,0.0005363368195226602,0.0002683735760178168,0.3333333333333333,1.0,0.0,0,0.23252380105439427,0.0,0.42857142857142855,0.005451719662685792,1.0,1,0,0,0
1.0,0.40217391304347827,0.0,0.0,0.01973820924408802,0.004224455492548152,0.0,0.0003004181821094964,0.0,0.4266666666666667,0.0,0,0.23255064750277693,0.0,0.42857142857142855,0.009264193457046514,1.0,1,0,0,0
1.0,0.07608695652173914,0.0,0.0,0.15900584001481932,0.015253545838419449,0.10360239563779387,0.0002683735760178168,0.3333333333333333,1.0,0.0,0,0.23252380105439427,0.0,0.5714285714285714,0.05631870563620168,1.0,0,0,1,0
0.0,0.15217391304347827,0.5,0.0,0.07723344082667855,0.0,0.0,0.0,0.0,0.45333333333333337,0.0,0,0.150944156031558,0.14285714285714285,0.2857142857142857,0.02123820030296062,1.0,0,0,1,0
0.0,0.06521739130434784,0.5,0.0,0.060415784890058,0.0009469526250360318,0.016805220345043354,7.61059394677391e-05,0.3333333333333333,0.1866666666666667,1.0,0,0.23236272236409825,0.0,0.5714285714285714,0.016650621802012648,1.0,0,0,1,0
1.0,0.05434782608695654,0.0,0.0,0.10684857922815144,0.0,0.00044694734960221686,0.00022431224264175733,0.3333333333333333,0.1866666666666667,0.0,0,0.1846632952001906,0.0,0.5714285714285714,0.028471879769260678,0.0,0,0,1,0
1.0,0.09782608695652173,0.5,0.0,0.07647573466018043,0.005237026022103057,0.0,0.23802332847323474,0.0,1.0,0.0,0,0.43171102482960894,0.0,0.42857142857142855,0.02782150183530594,1.0,0,0,1,0
1.0,0.2282608695652174,0.0,0.047775566518692164,0.014297063761228664,0.0,0.09046214355948869,0.0,0.6666666666666666,0.006666666666666668,0.0,1,0.21656023168484953,0.14285714285714285,0.5714285714285714,0.025378040457672942,1.0,1,0,0,0
1.0,0.32608695652173914,0.5,0.0,0.0,0.0,0.06427102887279879,0.000504702545943954,0.6666666666666666,1.0,0.0,0,0.2238624656449356,0.0,0.42857142857142855,0.00016496121541719472,1.0,1,0,0,0
0.0,0.26086956521739124,0.5,0.0,0.03388533307227287,2.5394225973330635e-05,0.010011620631089659,0.009757582554916443,0.6666666666666666,1.0,0.0,0,0.2404737055817122,0.0,0.5714285714285714,0.00895997373495575,0.0,1,0,0,0
1.0,0.21739130434782605,1.0,0.0,0.07166601098273617,0.01886088287000502,0.2936444086886565,0.0037492189127265154,1.0,0.28,0.0,1,0.2354399965099617,0.0,0.5714285714285714,0.0372642415490393,1.0,1,0,0,0
0.0,0.3695652173913043,0.0,0.0,0.012753628673755818,0.0010936478960689932,0.009654062751407884,2.8039030330219666e-05,0.3333333333333333,0.25333333333333335,0.0,0,0.23232245269152424,0.0,0.5714285714285714,0.004391234420158725,1.0,1,0,0,0
0.0,0.14130434782608692,0.5,0.14601252822826763,0.002661433811527688,0.0,0.1894162867614195,0.0015221187893547819,0.3333333333333333,0.08,1.0,0,0.21135537650465952,0.0,0.7142857142857142,0.0664936175393391,0.0,0,0,1,0
1.0,0.19565217391304346,0.0,0.0,0.04145711772504729,0.026890886051067982,0.0,0.021662153717975422,0.3333333333333333,0.8933333333333334,1.0,1,0.25044716115587384,0.0,0.42857142857142855,0.037305375349956815,1.0,1,0,0,0
0.0,0.25,1.0,0.0,0.10863894209370736,0.0,0.029498525073746312,0.0,0.3333333333333333,0.7466666666666667,1.0,1,0.23101368833286912,0.14285714285714285,0.42857142857142855,0.028293901528236676,0.0,1,0,0,0
0.0,0.34782608695652173,1.0,0.0,0.010824607763322,0.007615263131674102,0.011620631089657638,0.0,0.3333333333333333,0.22666666666666668,0.0,1,0.2322989620491894,0.2857142857142857,0.42857142857142855,0.01026001958328667,1.0,0,0,1,0
0.0,0.04347826086956519,0.5,0.0,0.01836855162755794,0.0,0.0002681684097613301,0.0,0.3333333333333333,0.5733333333333334,0.0,0,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.004778337094385932,1.0,1,0,0,0
1.0,0.2391304347826087,0.0,0.0,0.00546716661201623,0.0,0.00983284169124877,0.0,0.3333333333333333,0.1866666666666667,1.0,1,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.001427376026084794,1.0,1,0,0,0
1.0,0.25,1.0,0.0,0.0,0.0,0.0013408420488066506,0.0,0.3333333333333333,0.17333333333333334,0.0,1,0.2322989620491894,0.2857142857142857,0.14285714285714285,7.100195785532054e-07,1.0,1,0,0,0
1.0,0.3152173913043478,1.0,0.1287081072102706,0.0,5.960858386869596e-06,0.14758201483865202,0.008587954432570138,0.6666666666666666,1.0,0.0,1,0.11167451365980852,0.0,0.7142857142857142,0.059610829748760044,1.0,0,0,1,0
0.0,0.17391304347826086,0.5,0.0,0.03201636092143184,0.0,0.01403414677750961,0.0,0.3333333333333333,0.12000000000000001,1.0,0,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.008335819190768912,1.0,0,0,1,0
1.0,0.34782608695652173,0.5,0.0,0.16548109792424176,0.0,0.025565388397246803,0.03017800778683928,0.3333333333333333,0.37333333333333335,0.0,1,0.14846757116825676,0.0,0.5714285714285714,0.044955694304951895,1.0,1,0,0,0
0.0,0.42391304347826086,0.0,0.03063312202023205,0.0,0.0,0.07866273352999016,0.0,0.3333333333333333,0.026666666666666672,1.0,0,0.2322989620491894,0.2857142857142857,0.2857142857142857,0.013756061318805511,0.0,0,0,1,0
1.0,0.2391304347826087,1.0,0.0,0.08805659286249526,1.9869527956231985e-05,0.03906319835523375,0.004269943761716309,0.6666666666666666,0.3466666666666667,0.0,1,0.2358762512961801,0.0,0.5714285714285714,0.02299663479120549,1.0,1,0,0,0
1.0,0.20652173913043476,1.0,0.0,0.0005488092694904626,0.03829899975827023,0.04380084026101725,2.8039030330219666e-05,0.6666666666666666,1.0,0.0,1,0.23232245269152424,0.0,0.5714285714285714,0.037574141427758494,1.0,1,0,0,0
0.0,0.07608695652173914,1.0,0.0,0.00031097978831538483,0.0,0.003128631447215518,0.0,0.3333333333333333,0.26666666666666666,0.0,0,0.2322989620491894,0.2857142857142857,0.2857142857142857,8.255160966645267e-05,1.0,1,0,0,0
0.0,0.26086956521739124,0.5,0.0,0.28411269951200374,0.0,0.01859300974345222,0.00670533382468396,0.3333333333333333,1.0,1.0,0,0.23791658137326294,0.0,0.5714285714285714,0.15961595135665335,0.0,0,0,1,0
1.0,0.25,0.0,0.0,0.047420141518549425,0.038209247646624034,0.060874229015821936,0.0033166167304888405,0.3333333333333333,0.37333333333333335,1.0,1,0.23507756945679567,0.0,0.5714285714285714,0.049726978538190865,1.0,1,0,0,0
1.0,0.10869565217391303,0.5,0.0,0.0,0.0,0.004380084026101725,0.0011496002435390064,0.3333333333333333,0.053333333333333344,0.0,0,0.23326207838491766,0.0,0.2857142857142857,1.5904438559591802e-05,1.0,0,0,1,0
1.0,0.3152173913043478,1.0,0.0,0.030637605007993764,0.027934230117823394,0.14230803611334586,0.0020268213352987357,0.6666666666666666,0.04000000000000001,0.0,1,0.23399699990939324,0.0,0.5714285714285714,0.0353532948553212,0.0,0,0,1,0
0.0,0.25,1.0,0.0,0.09556796482380056,0.007158457837733998,0.0,0.05675500296412606,0.3333333333333333,0.45333333333333337,0.0,1,0.2798473779409445,0.0,0.42857142857142855,0.03252258879954528,0.0,0,0,1,0
1.0,0.32608695652173914,0.0,0.0,0.008465965272892497,0.053069619142826624,0.0008045052292839903,0.00013218400012817843,0.3333333333333333,0.9066666666666667,0.0,0,0.23240970364876792,0.0,0.5714285714285714,0.054039022108021625,0.0,1,0,0,0
1.0,0.08695652173913043,0.5,0.0,0.05316680781157937,0.015222239216322556,0.0,0.0008692099402368097,0.0,0.4,0.0,0,0.2330271719615693,0.0,0.42857142857142855,0.028708552962111746,0.0,1,0,0,0
0.0,0.3152173913043478,0.0,0.02808939285343102,0.0007509734267861867,0.007452963011856002,0.07705372307142219,0.0004125743034303751,0.6666666666666666,0.053333333333333344,0.0,0,0.23264461007211626,0.0,0.7142857142857142,0.020096157478177074,1.0,1,0,0,0
1.0,0.18478260869565216,1.0,0.0,2.6021129156875384e-05,0.009432549543456403,0.06999195494770716,2.4033454568759714e-05,0.6666666666666666,0.28,0.0,1,0.2323190968854764,0.0,0.5714285714285714,0.009257187930538122,0.0,1,0,0,0
0.0,0.28260869565217395,1.0,0.0,0.0434079745480603,0.005359538623745385,0.009743452221328327,4.005575761459952e-06,0.3333333333333333,0.5333333333333333,0.0,1,0.1421318093499468,0.0,0.7142857142857142,0.017803598928305915,1.0,1,0,0,0
1.0,0.2282608695652174,1.0,0.0,0.013957333354684003,0.036773504633864695,0.007776883883078573,0.003192443881883582,0.6666666666666666,0.36000000000000004,0.0,1,0.23497353946931282,0.0,0.5714285714285714,0.03959040769229531,1.0,1,0,0,0
